set,name,foil,ck,mkm
Tempest,Vhati il-Dal,FALSE,"0,51","0,18"
Urza's Legacy,Viashino Sandscout,TRUE,"0,07","0,12"
Shards of Alara,Vicious Shadows,FALSE,"0,13","0,09"
Innistrad,Victim of Night,TRUE,"0,53","1,08"
Innistrad,Victim of Night,FALSE,"0,13","0,02"
Eternal Masters,Victimize,FALSE,"0,04","0,02"
Urza's Saga,Victimize,FALSE,"0,06","0,02"
Lorwyn,Vigor,FALSE,"5,51","8,07"
Apocalypse,Vindicate,FALSE,"2,12","4,01"
Zendikar,Vines of Vastwood,FALSE,"0,21","0,09"
Zendikar,Vines of Vastwood,TRUE,"0,89","1,35"
Torment,Violent Eruption,TRUE,"0,08","0,45"
Alara Reborn,Violent Outburst,FALSE,"0,04","0,14"
Shards of Alara,Violent Ultimatum,FALSE,"0,08","0,09"
Mirrodin Besieged,Viridian Corrupter,FALSE,"0,07","0,05"
Mirrodin Besieged,Viridian Emissary,TRUE,"0,07","0,14"
Mirrodin,Viridian Longbow,FALSE,"0,05","0,02"
Mirrodin,Viridian Longbow,TRUE,"1,53","0,32"
Future Sight,Virulent Sliver,FALSE,"0,20","0,05"
Eternal Masters,Visara the Dreadful,FALSE,"0,10","0,09"
Onslaught,Visara the Dreadful,FALSE,"0,25","0,72"
Magic 2011,Viscera Seer,FALSE,"0,25","0,32"
Lorwyn,Vivid Crag,FALSE,"0,07","0,04"
Lorwyn,Vivid Creek,FALSE,"0,05","0,02"
Lorwyn,Vivid Grove,FALSE,"0,04","0,02"
Lorwyn,Vivid Meadow,FALSE,"0,05","0,02"
Amonkhet,Vizier of the Menagerie,FALSE,"0,85","2,07"
Gatecrash,Vizkopa Guildmage,FALSE,"0,08","0,02"
Commander 2011,Voice of All,FALSE,"0,08","0,14"
Planeshift,Voice of All,TRUE,"1,36","2,48"
Modern Masters 2017,Voice of Resurgence,FALSE,"5,51","9,36"
Legions,Voidmage Apprentice,TRUE,"0,21","0,09"
Onslaught,Voidmage Prodigy,TRUE,"7,63","3,60"
Mirage,Volcanic Dragon,FALSE,"0,07","0,26"
Conflux,Volcanic Fallout,FALSE,"0,05","0,05"
Stronghold,Volrath's Shapeshifter,FALSE,"2,54","3,06"
Stronghold,Volrath's Stronghold,FALSE,"19,49","19,80"
New Phyrexia,Volt Charge,TRUE,"0,17","0,14"
Urza's Saga,Voltaic Key,FALSE,"0,32","0,44"
Magic 2011,Voltaic Key,TRUE,"2,97","3,50"
Magic 2011,Voltaic Key,FALSE,"0,08","0,05"
Conflux,Voracious Dragon,FALSE,"0,08","0,14"
Dark Ascension,Vorapede,FALSE,"0,21","0,77"
Theros,Voyage's End,TRUE,"0,07","0,02"
Darksteel,Vulshok Morningstar,TRUE,"0,08","0,05"
Duel Decks: Venser vs. Koth,Vulshok Sorcerer,FALSE,"0,05","0,02"
Commander 2011,Vulturous Zombie,FALSE,"0,08","0,14"
Stronghold,Wall of Blossoms,FALSE,"0,10","0,18"
Commander 2011,Wall of Denial,FALSE,"0,08","0,36"
Alara Reborn,Wall of Denial,FALSE,"0,16","0,16"
Rise of the Eldrazi,Wall of Omens,FALSE,"0,23","1,16"
Commander 2013,Wall of Reverence,FALSE,"1,86","0,44"
Conflux,Wall of Reverence,FALSE,"1,10","0,54"
Archenemy,Wall of Roots,FALSE,"0,34","1,57"
Avacyn Restored,Wandering Wolf,TRUE,"0,07","0,14"
Magic 2013,War Falcon,TRUE,"0,17","0,16"
Eventide,Ward of Bones,FALSE,"3,14","1,58"
Legions,Ward Sliver,FALSE,"0,08","0,17"
Shadows over Innistrad,Warped Landscape,TRUE,"0,07","0,07"
Zendikar,Warren Instigator,FALSE,"4,66","4,95"
Magic 2012,Warstorm Surge,FALSE,"0,20","0,09"
Magic 2015,Waste Not,TRUE,"3,05","4,05"
Eternal Masters,Wasteland,TRUE,"25,42","39,55"
Tempest,Wasteland,FALSE,"13,98","21,15"
Mercadian Masques,Waterfront Bouncer,TRUE,"1,69","3,48"
Modern Masters 2015,Wayfarer's Bauble,TRUE,"0,14","0,05"
Fifth Dawn,Wayfarer's Bauble,TRUE,"0,59","0,41"
Dragon's Maze,Wear // Tear,FALSE,"0,51","0,44"
Onslaught,Weathered Wayfarer,FALSE,"5,08","4,13"
Legions,Weaver of Lies,FALSE,"0,08","0,09"
Portal: Three Kingdoms,Wei Elite Companions,FALSE,"0,13","0,13"
Portal: Three Kingdoms,Wei Strike Force,FALSE,"0,21","0,09"
Onslaught,Weird Harvest,FALSE,"0,10","0,14"
Mirrodin,Welding Jar,FALSE,"0,17","0,09"
Commander 2014,Well of Ideas,FALSE,"0,61","0,14"
Commander 2013,Well of Lost Dreams,FALSE,"0,38","0,41"
Darksteel,Well of Lost Dreams,FALSE,"0,64","0,45"
Onslaught,Wellwisher,FALSE,"0,08","0,08"
Odyssey,Werebear,TRUE,"1,34","2,70"
Onslaught,Wheel and Deal,FALSE,"1,91","0,90"
Shadowmoor,Wheel of Sun and Moon,FALSE,"3,39","2,25"
Urza's Legacy,Wheel of Torture,FALSE,"0,08","0,09"
Shards of Alara,Where Ancients Tread,FALSE,"0,14","0,05"
Onslaught,Whipcorder,TRUE,"0,17","0,26"
Aether Revolt,Whir of Invention,FALSE,"0,21","0,09"
Magic Origins,Whirler Rogue,FALSE,"0,04","0,02"
Kaladesh,Whirler Virtuoso,FALSE,"0,07","0,02"
Lorwyn,Whirlpool Whelm,TRUE,"0,07","0,14"
Gatecrash,Whispering Madness,FALSE,"0,08","0,05"
Darksteel,Whispersilk Cloak,TRUE,"1,53","0,45"
Magic 2010,Whispersilk Cloak,FALSE,"0,17","0,08"
Magic 2011,Whispersilk Cloak,FALSE,"0,16","0,02"
Magic 2010,White Knight,TRUE,"0,07","0,09"
Planar Chaos,Whitemane Lion,TRUE,"0,17","0,23"
Eventide,Wickerbough Elder,FALSE,"0,05","0,02"
Avacyn Restored,Wild Defiance,FALSE,"0,13","0,63"
Magic 2011,Wild Evocation,FALSE,"0,08","0,09"
Odyssey,Wild Mongrel,FALSE,"0,04","0,02"
Odyssey,Wild Mongrel,TRUE,"2,54","2,03"
Shards of Alara,Wild Nacatl,FALSE,"0,10","0,42"
Shards of Alara,Wild Nacatl,TRUE,"1,19","1,80"
Conspiracy: Take the Crown,Wild Pair,TRUE,"0,17","0,66"
Commander 2011,Wild Ricochet,FALSE,"0,14","0,13"
Urza's Saga,Wildfire,FALSE,"0,24","0,09"
Guildpact,Wildsize,TRUE,"0,08","0,05"
Legions,Willbender,TRUE,"0,51","0,13"
Legions,Willbender,TRUE,"0,51","0,13"
Legends,Willow Satyr,FALSE,"33,05","34,11"
Shadowmoor,Wilt-Leaf Liege,FALSE,"1,53","1,79"
Khans of Tarkir,Wind-Scarred Crag,TRUE,"0,07","0,14"
Commander 2011,Windborn Muse,FALSE,"0,72","0,41"
Legions,Windborn Muse,TRUE,"3,39","3,56"
Legions,Windborn Muse,FALSE,"0,97","0,45"
Lorwyn,Windbrisk Heights,FALSE,"1,10","0,45"
Magic 2014,Windreader Sphinx,FALSE,"0,42","0,36"
Khans of Tarkir,Windswept Heath,FALSE,"6,36","8,33"
Legions,Wingbeat Warrior,TRUE,"0,05","0,09"
Tempest,Winged Sliver,FALSE,"0,05","0,09"
Khans of Tarkir,Wingmate Roc,FALSE,"0,21","0,27"
Fourth Edition,Winter Orb,FALSE,"1,69","1,97"
Legions,Wirewood Channeler,FALSE,"0,17","0,08"
Legions,Wirewood Hivemaster,FALSE,"0,05","0,05"
Onslaught,Wirewood Lodge,TRUE,"5,08","6,30"
Duel Decks: Elves vs. Goblins,Wirewood Symbiote,FALSE,"0,44","0,45"
Scourge,Wirewood Symbiote,FALSE,"0,17","0,32"
Eventide,Wistful Selkie,FALSE,"0,05","0,09"
The Dark,Witch Hunter,FALSE,"0,08","0,26"
Innistrad,Witchbane Orb,FALSE,"0,21","0,14"
Prophecy,Withdraw,TRUE,"0,64","1,78"
Legions,Withered Wretch,TRUE,"0,51","0,72"
Legions,Withered Wretch,FALSE,"0,05","0,02"
Gatecrash,Wojek Halberdiers,TRUE,"0,07","0,02"
Morningtide,Wolf-Skull Shaman,FALSE,"0,05","0,08"
Avacyn Restored,Wolfir Silverheart,FALSE,"0,08","0,18"
Judgment,Wonder,TRUE,"1,19","1,17"
Exodus,Wood Elves,FALSE,"0,04","0,04"
Innistrad,Woodland Cemetery,FALSE,"2,97","3,15"
Onslaught,Words of War,FALSE,"0,08","0,09"
Odyssey,Words of Wisdom,TRUE,"0,17","0,81"
Judgment,Worldgorger Dragon,FALSE,"0,13","0,45"
Invasion,Worldly Counsel,TRUE,"0,51","1,12"
Conflux,Worldly Counsel,TRUE,"0,05","0,05"
Classic Sixth Edition,Worldly Tutor,FALSE,"6,36","6,10"
Eventide,Worm Harvest,FALSE,"0,14","0,14"
Judgment,Wormfang Drake,TRUE,"0,08","0,23"
Judgment,Wormfang Turtle,TRUE,"0,05","0,05"
Eternal Masters,Worn Powerstone,TRUE,"1,19","1,80"
Eternal Masters,Worn Powerstone,FALSE,"0,04","0,02"
Urza's Saga,Worship,FALSE,"3,14","3,59"
Eighth Edition,Wrath of God,FALSE,"2,97","2,70"
Ninth Edition,Wrath of God,FALSE,"3,39","2,93"
Dissension,Wrecking Ball,TRUE,"0,07","0,23"
Lorwyn,Wren's Run Packmaster,FALSE,"0,08","0,11"
Lorwyn,Wren's Run Vanquisher,TRUE,"0,17","0,68"
Lorwyn,Wren's Run Vanquisher,FALSE,"0,04","0,18"
Onslaught,Wretched Anurid,TRUE,"0,07","0,05"
Eldritch Moon,Wretched Gryff,TRUE,"0,07","0,02"
Worldwake,"Wrexial, the Risen Deep",FALSE,"1,27","0,90"
Ninth Edition,Wurm's Tooth,TRUE,"0,08","0,32"
Lorwyn,"Wydwen, the Biting Gale",FALSE,"0,08","0,18"
Scourge,Xantid Swarm,FALSE,"0,13","0,44"
Magic 2010,Xathrid Demon,FALSE,"0,21","0,32"
Theros,"Xenagos, the Reveler",FALSE,"1,95","2,68"
Legends,Xira Arien,FALSE,"7,63","10,76"
Apocalypse,Yavimaya Coast,TRUE,"16,10","11,66"
Ninth Edition,Yavimaya Coast,FALSE,"1,10","0,90"
Tenth Edition,Yavimaya Coast,FALSE,"0,55","0,71"
Urza's Destiny,Yavimaya Elder,FALSE,"0,06","0,09"
Urza's Destiny,Yavimaya Elder,TRUE,"7,63","7,65"
Urza's Legacy,Yavimaya Granger,TRUE,"0,45","0,67"
Urza's Destiny,Yavimaya Hollow,FALSE,"15,25","16,02"
Urza's Destiny,Yavimaya Hollow,TRUE,"152,53","216,00"
Magic 2013,"Yeva, Nature's Herald",TRUE,"0,17","0,89"
Magic 2015,"Yisan, the Wanderer Bard",TRUE,"4,24","4,47"
Mirrodin,Yotian Soldier,TRUE,"0,08","0,05"
Eternal Masters,Young Pyromancer,FALSE,"0,25","0,50"
Dark Ascension,Young Wolf,TRUE,"0,89","1,70"
Tenth Edition,Youthful Knight,TRUE,"0,17","0,14"
Modern Masters 2017,Zealous Conscripts,TRUE,"0,45","0,44"
Alara Reborn,Zealous Persecution,FALSE,"0,07","0,14"
Commander 2016,Zedruu the Greathearted,FALSE,"0,21","0,18"
Oath of the Gatewatch,Zendikar Resurgent,TRUE,"2,03","3,87"
Magic 2010,Zephyr Sprite,TRUE,"0,53","0,17"
Dragon's Maze,Zhur-Taa Druid,TRUE,"0,07","0,09"
Dark Ascension,Zombie Apocalypse,FALSE,"0,42","0,32"
Magic 2012,Zombie Infestation,TRUE,"0,38","0,89"
Archenemy,Zombie Infestation,FALSE,"0,17","0,27"
Fourth Edition,Zombie Master,FALSE,"1,19","1,79"
Conflux,Zombie Outlander,TRUE,"0,07","0,05"
Odyssey,Zombify,TRUE,"0,17","1,80"
Battle for Zendikar,Zulaport Cutthroat,TRUE,"0,38","0,18"
Coldsnap,Zur the Enchanter,FALSE,"0,85","1,35"
Ice Age,Zuran Orb,FALSE,"0,28","0,45"
