set;name;foil;ck;mkm;available;profit;profitpct
Eventide;Hobgoblin Dragoon;TRUE;0,3;0,08;12;-0,22;-0,733333333
Eventide;Noggle Bandit;TRUE;0,3;0,08;4;-0,22;-0,733333333
Eventide;Soul Reap;TRUE;0,3;0,08;10;-0,22;-0,733333333
Eventide;Wilderness Hypnotist;TRUE;0,3;0,08;7;-0,22;-0,733333333
Fate Reforged;Alesha, Who Smiles at Death;FALSE;0,3;0,08;8;-0,22;-0,733333333
Fate Reforged;Silumgar, the Drifting Death;FALSE;0,3;0,08;8;-0,22;-0,733333333
Fate Reforged;Typhoid Rats;TRUE;0,3;0,08;12;-0,22;-0,733333333
Fate Reforged;War Flare;TRUE;0,3;0,08;20;-0,22;-0,733333333
Fate Reforged;Whisperer of the Wilds;TRUE;0,3;0,08;15;-0,22;-0,733333333
Fifth Dawn;Fleshgrafter;TRUE;0,3;0,08;20;-0,22;-0,733333333
Fifth Dawn;Razorgrass Screen;TRUE;0,3;0,08;11;-0,22;-0,733333333
Fifth Dawn;Razormane Masticore;FALSE;0,3;0,08;8;-0,22;-0,733333333
Fifth Dawn;Roar of Reclamation;FALSE;0,3;0,08;4;-0,22;-0,733333333
Fifth Dawn;Tangle Asp;TRUE;0,3;0,08;6;-0,22;-0,733333333
Fifth Dawn;Tel-Jilad Lifebreather;TRUE;0,3;0,08;9;-0,22;-0,733333333
Fifth Edition;Obelisk of Undoing;FALSE;0,3;0,08;1;-0,22;-0,733333333
Future Sight;Imperial Mask;FALSE;0,3;0,08;7;-0,22;-0,733333333
Future Sight;Whip-Spine Drake;TRUE;0,3;0,08;1;-0,22;-0,733333333
Gatecrash;Angelic Edict;TRUE;0,3;0,08;11;-0,22;-0,733333333
Gatecrash;Biomass Mutation;FALSE;0,3;0,08;8;-0,22;-0,733333333
Gatecrash;Corpse Blockade;TRUE;0,3;0,08;20;-0,22;-0,733333333
Gatecrash;Court Street Denizen;TRUE;0,3;0,08;16;-0,22;-0,733333333
Gatecrash;Crocanura;TRUE;0,3;0,08;19;-0,22;-0,733333333
Gatecrash;Executioner's Swing;TRUE;0,3;0,08;20;-0,22;-0,733333333
Gatecrash;Frenzied Tilling;TRUE;0,3;0,08;12;-0,22;-0,733333333
Gatecrash;Gruul Keyrune;TRUE;0,3;0,08;7;-0,22;-0,733333333
Gatecrash;Hands of Binding;TRUE;0,3;0,08;17;-0,22;-0,733333333
Gatecrash;Homing Lightning;TRUE;0,3;0,08;19;-0,22;-0,733333333
Gatecrash;Hydroform;TRUE;0,3;0,08;20;-0,22;-0,733333333
Gatecrash;Killing Glare;TRUE;0,3;0,08;13;-0,22;-0,733333333
Gatecrash;Millennial Gargoyle;TRUE;0,3;0,08;20;-0,22;-0,733333333
Gatecrash;Murder Investigation;TRUE;0,3;0,08;17;-0,22;-0,733333333
Gatecrash;Predator's Rapport;TRUE;0,3;0,08;16;-0,22;-0,733333333
Gatecrash;Righteous Charge;TRUE;0,3;0,08;9;-0,22;-0,733333333
Gatecrash;Rust Scarab;TRUE;0,3;0,08;20;-0,22;-0,733333333
Gatecrash;Serene Remembrance;TRUE;0,3;0,08;12;-0,22;-0,733333333
Gatecrash;Urbis Protector;TRUE;0,3;0,08;15;-0,22;-0,733333333
Guildpact;Absolver Thrull;TRUE;0,3;0,08;9;-0,22;-0,733333333
Guildpact;Burning-Tree Bloodscale;TRUE;0,3;0,08;3;-0,22;-0,733333333
Guildpact;Droning Bureaucrats;TRUE;0,3;0,08;4;-0,22;-0,733333333
Guildpact;Ghor-Clan Bloodscale;TRUE;0,3;0,08;11;-0,22;-0,733333333
Guildpact;Gristleback;TRUE;0,3;0,08;9;-0,22;-0,733333333
Guildpact;Hypervolt Grasp;TRUE;0,3;0,08;8;-0,22;-0,733333333
Guildpact;Necromancer's Magemark;TRUE;0,3;0,08;10;-0,22;-0,733333333
Guildpact;Ogre Savant;TRUE;0,3;0,08;8;-0,22;-0,733333333
Guildpact;Predatory Focus;TRUE;0,3;0,08;6;-0,22;-0,733333333
Guildpact;Runeboggle;TRUE;0,3;0,08;6;-0,22;-0,733333333
Guildpact;Torch Drake;TRUE;0,3;0,08;9;-0,22;-0,733333333
Ice Age;Shyft;FALSE;0,3;0,08;8;-0,22;-0,733333333
Innistrad;Angel of Flight Alabaster;FALSE;0,3;0,08;8;-0,22;-0,733333333
Innistrad;Brain Weevil;TRUE;0,3;0,08;20;-0,22;-0,733333333
Innistrad;Charmbreaker Devils;FALSE;0,3;0,08;8;-0,22;-0,733333333
Innistrad;Corpse Lunge;TRUE;0,3;0,08;19;-0,22;-0,733333333
Innistrad;Curse of Oblivion;TRUE;0,3;0,08;16;-0,22;-0,733333333
Innistrad;Darkthicket Wolf;TRUE;0,3;0,08;7;-0,22;-0,733333333
Innistrad;Demonmail Hauberk;TRUE;0,3;0,08;5;-0,22;-0,733333333
Innistrad;Elder Cathar;TRUE;0,3;0,08;20;-0,22;-0,733333333
Innistrad;Ghostly Possession;TRUE;0,3;0,08;13;-0,22;-0,733333333
Innistrad;Grave Bramble;TRUE;0,3;0,08;20;-0,22;-0,733333333
Innistrad;Graveyard Shovel;TRUE;0,3;0,08;20;-0,22;-0,733333333
Innistrad;Lantern Spirit;TRUE;0,3;0,08;17;-0,22;-0,733333333
Innistrad;Lost in the Mist;TRUE;0,3;0,08;16;-0,22;-0,733333333
Innistrad;Mausoleum Guard;TRUE;0,3;0,08;6;-0,22;-0,733333333
Innistrad;Nightbird's Clutches;TRUE;0,3;0,08;5;-0,22;-0,733333333
Innistrad;Rage Thrower;TRUE;0,3;0,08;7;-0,22;-0,733333333
Innistrad;Rolling Temblor;TRUE;0,3;0,08;17;-0,22;-0,733333333
Innistrad;Sensory Deprivation;TRUE;0,3;0,08;6;-0,22;-0,733333333
Innistrad;Skeletal Grimace;TRUE;0,3;0,08;9;-0,22;-0,733333333
Innistrad;Spectral Flight;TRUE;0,3;0,08;3;-0,22;-0,733333333
Innistrad;Urgent Exorcism;TRUE;0,3;0,08;8;-0,22;-0,733333333
Innistrad;Voiceless Spirit;TRUE;0,3;0,08;9;-0,22;-0,733333333
Invasion;Jade Leech;FALSE;0,3;0,08;8;-0,22;-0,733333333
Invasion;Mages' Contest;FALSE;0,3;0,08;8;-0,22;-0,733333333
Invasion;Pure Reflection;FALSE;0,3;0,08;8;-0,22;-0,733333333
Invasion;Pyre Zombie;FALSE;0,3;0,08;8;-0,22;-0,733333333
Invasion;Ruby Leech;FALSE;0,3;0,08;8;-0,22;-0,733333333
Invasion;Well-Laid Plans;FALSE;0,3;0,08;4;-0,22;-0,733333333
Ixalan;Dark Nourishment;TRUE;0,3;0,08;20;-0,22;-0,733333333
Ixalan;Gilded Sentinel;TRUE;0,3;0,08;20;-0,22;-0,733333333
Ixalan;Ixalli's Diviner;TRUE;0,3;0,08;20;-0,22;-0,733333333
Ixalan;Looming Altisaur;TRUE;0,3;0,08;20;-0,22;-0,733333333
Ixalan;River's Rebuke;FALSE;0,3;0,08;8;-0,22;-0,733333333
Ixalan;Sword-Point Diplomacy;FALSE;0,3;0,08;8;-0,22;-0,733333333
Journey into Nyx;Font of Fertility;TRUE;0,3;0,08;18;-0,22;-0,733333333
Journey into Nyx;Knowledge and Power;TRUE;0,3;0,08;20;-0,22;-0,733333333
Journey into Nyx;Spiteful Blow;TRUE;0,3;0,08;20;-0,22;-0,733333333
Journey into Nyx;Squelching Leeches;TRUE;0,3;0,08;20;-0,22;-0,733333333
Judgment;Masked Gorgon;FALSE;0,3;0,08;8;-0,22;-0,733333333
Judgment;Scalpelexis;FALSE;0,3;0,08;3;-0,22;-0,733333333
Kaladesh;Spark of Creativity;TRUE;0,3;0,08;20;-0,22;-0,733333333
Kaladesh;Speedway Fanatic;TRUE;0,3;0,08;13;-0,22;-0,733333333
Khans of Tarkir;Mer-Ek Nightblade;TRUE;0,3;0,08;8;-0,22;-0,733333333
Khans of Tarkir;Tormenting Voice;TRUE;0,3;0,08;17;-0,22;-0,733333333
Legions;Embalmed Brawler;TRUE;0,3;0,08;6;-0,22;-0,733333333
Legions;Gempalm Avenger;TRUE;0,3;0,08;8;-0,22;-0,733333333
Legions;Lavaborn Muse;FALSE;0,3;0,08;4;-0,22;-0,733333333
Legions;Macetail Hystrodon;TRUE;0,3;0,08;6;-0,22;-0,733333333
Legions;Rockshard Elemental;FALSE;0,3;0,08;2;-0,22;-0,733333333
Legions;Shaleskin Plower;TRUE;0,3;0,08;2;-0,22;-0,733333333
Legions;Starlight Invoker;TRUE;0,3;0,08;3;-0,22;-0,733333333
Legions;Stonewood Invoker;TRUE;0,3;0,08;3;-0,22;-0,733333333
Lorwyn;Cloudcrown Oak;TRUE;0,3;0,08;3;-0,22;-0,733333333
Lorwyn;Crib Swap;FALSE;0,3;0,08;4;-0,22;-0,733333333
Lorwyn;Dawnfluke;TRUE;0,3;0,08;11;-0,22;-0,733333333
Lorwyn;Facevaulter;TRUE;0,3;0,08;7;-0,22;-0,733333333
Lorwyn;Hillcomber Giant;TRUE;0,3;0,08;6;-0,22;-0,733333333
Lorwyn;Hornet Harasser;TRUE;0,3;0,08;5;-0,22;-0,733333333
Lorwyn;Inkfathom Divers;TRUE;0,3;0,08;4;-0,22;-0,733333333
Lorwyn;Moonglove Winnower;TRUE;0,3;0,08;5;-0,22;-0,733333333
Lorwyn;Nath's Buffoon;TRUE;0,3;0,08;2;-0,22;-0,733333333
Lorwyn;Nightshade Stinger;TRUE;0,3;0,08;1;-0,22;-0,733333333
Lorwyn;Oaken Brawler;TRUE;0,3;0,08;7;-0,22;-0,733333333
Lorwyn;Soulbright Flamekin;TRUE;0,3;0,08;1;-0,22;-0,733333333
Lorwyn;Spiderwig Boggart;TRUE;0,3;0,08;3;-0,22;-0,733333333
Magic 2010;Divine Verdict;TRUE;0,3;0,08;7;-0,22;-0,733333333
Magic 2010;Djinn of Wishes;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2010;Enormous Baloth;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Fiery Hellhound;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Lightning Elemental;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Looming Shade;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Razorfoot Griffin;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Sage Owl;TRUE;0,3;0,08;5;-0,22;-0,733333333
Magic 2010;Shatter;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Silvercoat Lion;TRUE;0,3;0,08;16;-0,22;-0,733333333
Magic 2010;Stampeding Rhino;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Stone Giant;TRUE;0,3;0,08;18;-0,22;-0,733333333
Magic 2010;Unholy Strength;TRUE;0,3;0,08;15;-0,22;-0,733333333
Magic 2010;Unsummon;TRUE;0,3;0,08;4;-0,22;-0,733333333
Magic 2010;Viashino Spearhunter;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Wall of Faith;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Warpath Ghoul;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Yawning Fissure;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2010;Zombie Goliath;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Angel's Feather;TRUE;0,3;0,08;19;-0,22;-0,733333333
Magic 2011;Arc Runner;TRUE;0,3;0,08;8;-0,22;-0,733333333
Magic 2011;Azure Drake;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Conundrum Sphinx;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2011;Goblin Piker;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Gravedigger;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Inspired Charge;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Jinxed Idol;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2011;Mass Polymorph;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2011;Merfolk Spy;TRUE;0,3;0,08;14;-0,22;-0,733333333
Magic 2011;Nantuko Shade;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2011;Phantom Beast;TRUE;0,3;0,08;17;-0,22;-0,733333333
Magic 2011;Rotting Legion;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Siege Mastodon;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Stabbing Pain;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2011;Stormfront Pegasus;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Arbalest Elite;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Armored Warhorse;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Assault Griffin;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Blood Ogre;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Brink of Disaster;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Devouring Swarm;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Fiery Hellhound;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Garruk's Horde;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2012;Gravedigger;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Greatsword;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Lava Axe;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Lightning Elemental;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Lurking Crocodile;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Manabarbs;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2012;Mind Rot;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Pacifism;TRUE;0,3;0,08;14;-0,22;-0,733333333
Magic 2012;Personal Sanctuary;FALSE;0,3;0,08;2;-0,22;-0,733333333
Magic 2012;Siege Mastodon;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2012;Taste of Blood;TRUE;0,3;0,08;17;-0,22;-0,733333333
Magic 2012;Vastwood Gorger;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Canyon Minotaur;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Fire Elemental;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Giant Scorpion;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Jayemdae Tome;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Mark of Mutiny;TRUE;0,3;0,08;13;-0,22;-0,733333333
Magic 2013;Mark of the Vampire;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Planar Cleansing;FALSE;0,3;0,08;5;-0,22;-0,733333333
Magic 2013;Prized Elephant;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Revive;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Scroll Thief;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Volcanic Strength;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2013;Xathrid Gorgon;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2014;Briarpack Alpha;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Brindle Boar;TRUE;0,3;0,08;17;-0,22;-0,733333333
Magic 2014;Canyon Minotaur;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Cyclops Tyrant;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Dark Favor;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Fortify;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Frost Breath;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Hive Stirrings;TRUE;0,3;0,08;8;-0,22;-0,733333333
Magic 2014;Pay No Heed;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Phantom Warrior;TRUE;0,3;0,08;13;-0,22;-0,733333333
Magic 2014;Pitchburn Devils;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Plummet;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Savage Summoning;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2014;Show of Valor;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Vile Rebirth;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2014;Wall of Swords;TRUE;0,3;0,08;13;-0,22;-0,733333333
Magic 2014;Witchstalker;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2015;Altac Bloodseeker;TRUE;0,3;0,08;10;-0,22;-0,733333333
Magic 2015;Child of Night;TRUE;0,3;0,08;19;-0,22;-0,733333333
Magic 2015;Ephemeral Shields;TRUE;0,3;0,08;14;-0,22;-0,733333333
Magic 2015;Flesh to Dust;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2015;Frost Lynx;TRUE;0,3;0,08;11;-0,22;-0,733333333
Magic 2015;Geist of the Moors;TRUE;0,3;0,08;18;-0,22;-0,733333333
Magic 2015;Heat Ray;TRUE;0,3;0,08;16;-0,22;-0,733333333
Magic 2015;Kalonian Twingrove;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2015;Kapsho Kitefins;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic 2015;Mass Calcify;FALSE;0,3;0,08;8;-0,22;-0,733333333
Magic 2015;Staff of the Mind Magus;TRUE;0,3;0,08;14;-0,22;-0,733333333
Magic Origins;Eyeblight Massacre;TRUE;0,3;0,08;16;-0,22;-0,733333333
Magic Origins;Hydrolash;TRUE;0,3;0,08;16;-0,22;-0,733333333
Magic Origins;Nightmare;FALSE;0,3;0,08;6;-0,22;-0,733333333
Magic Origins;Send to Sleep;TRUE;0,3;0,08;15;-0,22;-0,733333333
Magic Origins;Tower Geist;TRUE;0,3;0,08;20;-0,22;-0,733333333
Magic Origins;Turn to Frog;TRUE;0,3;0,08;14;-0,22;-0,733333333
Mercadian Masques;Armistice;FALSE;0,3;0,08;8;-0,22;-0,733333333
Mercadian Masques;Brawl;FALSE;0,3;0,08;2;-0,22;-0,733333333
Mercadian Masques;Kyren Archive;FALSE;0,3;0,08;2;-0,22;-0,733333333
Mercadian Masques;Security Detail;FALSE;0,3;0,08;7;-0,22;-0,733333333
Mercadian Masques;Snuff Out;FALSE;0,3;0,08;5;-0,22;-0,733333333
Mirage;Razor Pendulum;FALSE;0,3;0,08;7;-0,22;-0,733333333
Mirage;Spectral Guardian;FALSE;0,3;0,08;4;-0,22;-0,733333333
Mirage;Torrent of Lava;FALSE;0,3;0,08;7;-0,22;-0,733333333
Mirage;Withering Boon;FALSE;0,3;0,08;20;-0,22;-0,733333333
Mirrodin;Arc-Slogger;FALSE;0,3;0,08;8;-0,22;-0,733333333
Mirrodin;Auriok Transfixer;TRUE;0,3;0,08;7;-0,22;-0,733333333
Mirrodin;Elf Replica;TRUE;0,3;0,08;5;-0,22;-0,733333333
Mirrodin;Fangren Hunter;TRUE;0,3;0,08;3;-0,22;-0,733333333
Mirrodin;Goblin Replica;TRUE;0,3;0,08;5;-0,22;-0,733333333
Mirrodin;Goblin War Wagon;TRUE;0,3;0,08;3;-0,22;-0,733333333
Mirrodin;Leonin Sun Standard;FALSE;0,3;0,08;7;-0,22;-0,733333333
Mirrodin;Lumengrid Sentinel;TRUE;0,3;0,08;3;-0,22;-0,733333333
Mirrodin;Psychogenic Probe;FALSE;0,3;0,08;3;-0,22;-0,733333333
Mirrodin;Razor Barrier;TRUE;0,3;0,08;2;-0,22;-0,733333333
Mirrodin;Relic Bane;TRUE;0,3;0,08;2;-0,22;-0,733333333
Mirrodin;Rustmouth Ogre;TRUE;0,3;0,08;6;-0,22;-0,733333333
Mirrodin;Tel-Jilad Chosen;TRUE;0,3;0,08;6;-0,22;-0,733333333
Mirrodin;Tower of Eons;FALSE;0,3;0,08;2;-0,22;-0,733333333
Mirrodin;Wanderguard Sentry;TRUE;0,3;0,08;3;-0,22;-0,733333333
Mirrodin Besieged;Bonehoard;FALSE;0,3;0,08;8;-0,22;-0,733333333
Mirrodin Besieged;Decimator Web;FALSE;0,3;0,08;8;-0,22;-0,733333333
Mirrodin Besieged;Divine Offering;TRUE;0,3;0,08;14;-0,22;-0,733333333
Mirrodin Besieged;Knowledge Pool;FALSE;0,3;0,08;8;-0,22;-0,733333333
Mirrodin Besieged;Leonin Skyhunter;TRUE;0,3;0,08;8;-0,22;-0,733333333
Mirrodin Besieged;Metallic Mastery;TRUE;0,3;0,08;12;-0,22;-0,733333333
Mirrodin Besieged;Mirran Mettle;TRUE;0,3;0,08;9;-0,22;-0,733333333
Mirrodin Besieged;Razorfield Rhino;TRUE;0,3;0,08;13;-0,22;-0,733333333
Modern Masters;Arcbound Worker;TRUE;0,3;0,08;13;-0,22;-0,733333333
Modern Masters;Death Denied;TRUE;0,3;0,08;20;-0,22;-0,733333333
Modern Masters;Death Rattle;TRUE;0,3;0,08;20;-0,22;-0,733333333
Modern Masters;Masked Admirers;TRUE;0,3;0,08;11;-0,22;-0,733333333
Modern Masters;Molten Disaster;FALSE;0,3;0,08;8;-0,22;-0,733333333
Modern Masters;Reach Through Mists;TRUE;0,3;0,08;20;-0,22;-0,733333333
Modern Masters;Take Possession;TRUE;0,3;0,08;10;-0,22;-0,733333333
Modern Masters 2015;Agony Warp;TRUE;0,3;0,08;16;-0,22;-0,733333333
Modern Masters 2015;Deathmark;TRUE;0,3;0,08;16;-0,22;-0,733333333
Modern Masters 2015;Flashfreeze;TRUE;0,3;0,08;15;-0,22;-0,733333333
Modern Masters 2015;Ghost Council of Orzhova;FALSE;0,3;0,08;8;-0,22;-0,733333333
Modern Masters 2015;Skarrgan Firebird;TRUE;0,3;0,08;20;-0,22;-0,733333333
Modern Masters 2017;Golgari Germination;TRUE;0,3;0,08;20;-0,22;-0,733333333
Morningtide;Auntie's Snitch;FALSE;0,3;0,08;8;-0,22;-0,733333333
Morningtide;Pulling Teeth;TRUE;0,3;0,08;1;-0,22;-0,733333333
Morningtide;Seething Pathblazer;TRUE;0,3;0,08;1;-0,22;-0,733333333
Morningtide;Stenchskipper;FALSE;0,3;0,08;8;-0,22;-0,733333333
Morningtide;Stingmoggie;TRUE;0,3;0,08;5;-0,22;-0,733333333
Morningtide;Vengeful Firebrand;FALSE;0,3;0,08;8;-0,22;-0,733333333
Nemesis;Flowstone Slide;FALSE;0,3;0,08;8;-0,22;-0,733333333
Nemesis;Murderous Betrayal;FALSE;0,3;0,08;2;-0,22;-0,733333333
Nemesis;Parallax Inhibitor;FALSE;0,3;0,08;4;-0,22;-0,733333333
Nemesis;Rootwater Commando;TRUE;0,3;0,08;2;-0,22;-0,733333333
Nemesis;Spineless Thug;TRUE;0,3;0,08;6;-0,22;-0,733333333
New Phyrexia;Insatiable Souleater;TRUE;0,3;0,08;20;-0,22;-0,733333333
New Phyrexia;Jor Kadeen, the Prevailer;FALSE;0,3;0,08;8;-0,22;-0,733333333
New Phyrexia;Numbing Dose;TRUE;0,3;0,08;20;-0,22;-0,733333333
New Phyrexia;Phyrexian Ingester;FALSE;0,3;0,08;8;-0,22;-0,733333333
New Phyrexia;Shriek Raptor;TRUE;0,3;0,08;10;-0,22;-0,733333333
New Phyrexia;Spire Monitor;TRUE;0,3;0,08;20;-0,22;-0,733333333
New Phyrexia;Toxic Nim;TRUE;0,3;0,08;15;-0,22;-0,733333333
New Phyrexia;War Report;TRUE;0,3;0,08;11;-0,22;-0,733333333
Ninth Edition;Daring Apprentice;FALSE;0,3;0,08;8;-0,22;-0,733333333
Ninth Edition;Honor Guard;TRUE;0,3;0,08;2;-0,22;-0,733333333
Ninth Edition;Reverse Damage;FALSE;0,3;0,08;1;-0,22;-0,733333333
Ninth Edition;Righteousness;FALSE;0,3;0,08;1;-0,22;-0,733333333
Ninth Edition;Samite Healer;TRUE;0,3;0,08;5;-0,22;-0,733333333
Ninth Edition;Shard Phoenix;FALSE;0,3;0,08;3;-0,22;-0,733333333
Ninth Edition;Shatter;TRUE;0,3;0,08;4;-0,22;-0,733333333
Oath of the Gatewatch;Ruin in Their Wake;TRUE;0,3;0,08;20;-0,22;-0,733333333
Oath of the Gatewatch;Void Grafter;TRUE;0,3;0,08;17;-0,22;-0,733333333
Oath of the Gatewatch;Wall of Resurgence;TRUE;0,3;0,08;14;-0,22;-0,733333333
Odyssey;Afflict;TRUE;0,3;0,08;1;-0,22;-0,733333333
Odyssey;Bloodcurdler;FALSE;0,3;0,08;8;-0,22;-0,733333333
Odyssey;Cabal Shrine;FALSE;0,3;0,08;8;-0,22;-0,733333333
Odyssey;Cephalid Looter;TRUE;0,3;0,08;8;-0,22;-0,733333333
Odyssey;Decaying Soil;FALSE;0,3;0,08;8;-0,22;-0,733333333
Odyssey;Dogged Hunter;FALSE;0,3;0,08;7;-0,22;-0,733333333
Odyssey;Hint of Insanity;FALSE;0,3;0,08;8;-0,22;-0,733333333
Odyssey;Mystic Visionary;TRUE;0,3;0,08;10;-0,22;-0,733333333
Odyssey;Nefarious Lich;FALSE;0,3;0,08;8;-0,22;-0,733333333
Odyssey;Obstinate Familiar;FALSE;0,3;0,08;1;-0,22;-0,733333333
Odyssey;Pilgrim of Justice;TRUE;0,3;0,08;5;-0,22;-0,733333333
Odyssey;Unifying Theory;FALSE;0,3;0,08;4;-0,22;-0,733333333
Onslaught;Battlefield Medic;TRUE;0,3;0,08;3;-0,22;-0,733333333
Onslaught;Circle of Solace;FALSE;0,3;0,08;8;-0,22;-0,733333333
Onslaught;Crown of Vigor;TRUE;0,3;0,08;8;-0,22;-0,733333333
Onslaught;Cruel Revival;TRUE;0,3;0,08;5;-0,22;-0,733333333
Onslaught;Daunting Defender;TRUE;0,3;0,08;3;-0,22;-0,733333333
Onslaught;Disciple of Grace;TRUE;0,3;0,08;4;-0,22;-0,733333333
Onslaught;Elvish Pathcutter;TRUE;0,3;0,08;12;-0,22;-0,733333333
Onslaught;Essence Fracture;TRUE;0,3;0,08;8;-0,22;-0,733333333
Onslaught;Fleeting Aven;TRUE;0,3;0,08;7;-0,22;-0,733333333
Onslaught;Goblin Sky Raider;TRUE;0,3;0,08;4;-0,22;-0,733333333
Onslaught;Head Games;FALSE;0,3;0,08;2;-0,22;-0,733333333
Onslaught;Improvised Armor;TRUE;0,3;0,08;11;-0,22;-0,733333333
Onslaught;Lavamancer's Skill;TRUE;0,3;0,08;8;-0,22;-0,733333333
Onslaught;Lay Waste;TRUE;0,3;0,08;8;-0,22;-0,733333333
Onslaught;Mistform Skyreaver;FALSE;0,3;0,08;8;-0,22;-0,733333333
Onslaught;Read the Runes;FALSE;0,3;0,08;2;-0,22;-0,733333333
Onslaught;Sage Aven;TRUE;0,3;0,08;5;-0,22;-0,733333333
Onslaught;Screeching Buzzard;TRUE;0,3;0,08;6;-0,22;-0,733333333
Onslaught;Severed Legion;TRUE;0,3;0,08;10;-0,22;-0,733333333
Onslaught;Spined Basher;TRUE;0,3;0,08;5;-0,22;-0,733333333
Onslaught;Spitfire Handler;TRUE;0,3;0,08;3;-0,22;-0,733333333
Onslaught;Unified Strike;TRUE;0,3;0,08;2;-0,22;-0,733333333
Onslaught;Wave of Indifference;TRUE;0,3;0,08;8;-0,22;-0,733333333
Planar Chaos;Erratic Mutation;TRUE;0,3;0,08;4;-0,22;-0,733333333
Planar Chaos;Giant Dustwasp;TRUE;0,3;0,08;2;-0,22;-0,733333333
